"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","0","","","","0"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","1","","","","0"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44413625","27.58.1","2","","","","0"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.00","","","","2"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","0.57","","","","2"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44405757","27.58.2","1.15","","","","2"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44364226","27.58.3","","..","","","2"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","","..","","","0"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","0","","","","0"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","0","","","","0"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","0","","","","0"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","0","","","","0"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000165231","27.58.15","0","","","","0"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","","..","","","2"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","0.00","","","","2"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000165232","27.58.16","0.00","","","","2"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2016","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2017","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2018","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2019","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2020","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2021","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44338204","27.58.4","0","","","","0"
"2011","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44394689","27.58.5","0","","","","0"
"2012","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44394689","27.58.5","0","","","","0"
"2013","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44394689","27.58.5","0","","","","0"
"2014","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44394689","27.58.5","0","","","","0"
"2015","Kingston, Ontario [35521]","2021A003535521","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44394689","27.58.5","0","","","","0"
